Applicant Id,Age,Gender,Marital Status,Annual Income,Loan Amount,Credit Score,No Of Dependent,Existing Loan,Employment Status,Loan Approved,Age Category,Income Category,Loan Approval Status,Loan to Value Ratio,LTV Category,Credit Band,Employment Type,Dependancy,Average Monthly EMI,Loan to Credit Ratio,LTC Category,Credit Age Ratio,Credit Age Category
501,27,Male,Single,"75,296.00","33,328.00",305,4,0,Employed,1,Adult,Average Income,Approved,44%,Controlled Exposure,Poor,Employed,High Dependency,666.56,109.27,Aggressive-High Risk,11.30,Moderate
502,24,Male,Married,"41,447.00","17,867.00",505,4,3,Un-Employed,0,Youth,Low Income,Rejected,43%,Controlled Exposure,Poor, Other Income,High Dependency,1072.02,35.38,Conservative-Low Risk,21.04,Long/Mature
503,31,Male,Single,"56,598.00","30,851.00",843,0,4,Employed,1,Adult,Average Income,Approved,55%,Controlled Exposure,Excellent,Employed,No DePendency,2468.08,36.60,Conservative-Low Risk,27.19,Long/Mature
504,49,Female,Single,"61,814.00","36,279.00",686,3,2,Self-Employed,1,Middle-Aged,Average Income,Approved,59%,Controlled Exposure,Good,Employed,High Dependency,1451.16,52.88,Aggressive-High Risk,14.00,Moderate
505,56,Female,Single,"1,10,751.00","35,527.00",375,4,2,Employed,1,Middle-Aged,High Income,Approved,32%,Low Exposure,Poor,Employed,High Dependency,1421.08,94.74,Aggressive-High Risk,6.70,New/Thin
506,45,Female,Married,"1,45,118.00","12,866.00",476,4,3,Self-Employed,0,Middle-Aged,High Income,Rejected,9%,Low Exposure,Poor,Employed,High Dependency,771.96,27.03,Conservative-Low Risk,10.58,Moderate
507,41,Female,Single,"95,330.00","20,449.00",648,3,1,Self-Employed,1,Middle-Aged,Average Income,Approved,21%,Low Exposure,Good,Employed,High Dependency,408.98,31.56,Conservative-Low Risk,15.80,Moderate
508,56,Male,Married,"1,41,347.00","15,685.00",554,0,0,Employed,1,Middle-Aged,High Income,Approved,11%,Low Exposure,Poor,Employed,No DePendency,313.70,28.31,Conservative-Low Risk,9.89,New/Thin
509,30,Female,Divorced,"1,18,745.00","28,544.00",607,3,4,Employed,1,Adult,High Income,Approved,24%,Low Exposure,Good,Employed,High Dependency,2283.52,47.02,Conservative-Low Risk,20.23,Long/Mature
510,57,Male,Divorced,"1,07,960.00","10,451.00",644,0,0,Self-Employed,1,Middle-Aged,High Income,Approved,10%,Low Exposure,Good,Employed,No DePendency,209.02,16.23,Conservative-Low Risk,11.30,Moderate
511,29,Male,Single,"83,278.00","26,642.00",426,1,4,Un-Employed,0,Adult,Average Income,Rejected,32%,Low Exposure,Poor, Other Income,Low Dependency,2131.36,62.54,Aggressive-High Risk,14.69,Moderate
512,44,Male,Married,"75,077.00","46,316.00",586,0,2,Employed,1,Middle-Aged,Average Income,Approved,62%,High Exposure,Poor,Employed,No DePendency,1852.64,79.04,Aggressive-High Risk,13.32,Moderate
513,55,Male,Divorced,"1,32,782.00","44,954.00",786,1,0,Self-Employed,1,Middle-Aged,High Income,Approved,34%,Low Exposure,Excellent,Employed,Low Dependency,899.08,57.19,Aggressive-High Risk,14.29,Moderate
514,55,Male,Married,"1,42,046.00","43,870.00",682,1,3,Self-Employed,1,Middle-Aged,High Income,Approved,31%,Low Exposure,Good,Employed,Low Dependency,2632.20,64.33,Aggressive-High Risk,12.40,Moderate
515,56,Female,Married,"1,22,932.00","36,030.00",705,0,1,Un-Employed,1,Middle-Aged,High Income,Approved,29%,Low Exposure,Good, Other Income,No DePendency,720.60,51.11,Aggressive-High Risk,12.59,Moderate
516,38,Female,Single,"91,906.00","35,873.00",687,2,3,Employed,1,Adult,Average Income,Approved,39%,Low Exposure,Good,Employed,Low Dependency,2152.38,52.22,Aggressive-High Risk,18.08,Moderate
517,59,Female,Divorced,"29,528.00","5,619.00",824,0,1,Self-Employed,1,Middle-Aged,Low Income,Approved,19%,Low Exposure,Excellent,Employed,No DePendency,112.38,6.82,Conservative-Low Risk,13.97,Moderate
518,52,Female,Single,"1,13,812.00","38,650.00",575,4,0,Un-Employed,0,Middle-Aged,High Income,Rejected,34%,Low Exposure,Poor, Other Income,High Dependency,773.00,67.22,Aggressive-High Risk,11.06,Moderate
519,44,Male,Single,"70,100.00","30,372.00",799,4,0,Self-Employed,1,Middle-Aged,Average Income,Approved,43%,Controlled Exposure,Excellent,Employed,High Dependency,607.44,38.01,Conservative-Low Risk,18.16,Moderate
520,43,Female,Divorced,"1,29,869.00","8,642.00",636,2,1,Employed,1,Middle-Aged,High Income,Approved,7%,Low Exposure,Good,Employed,Low Dependency,172.84,13.59,Conservative-Low Risk,14.79,Moderate
521,52,Male,Divorced,"28,179.00","33,001.00",780,1,2,Un-Employed,1,Middle-Aged,Low Income,Approved,117%,Critical Exposure,Excellent, Other Income,Low Dependency,1320.04,42.31,Conservative-Low Risk,15.00,Moderate
522,57,Female,Married,"68,781.00","39,064.00",572,2,4,Self-Employed,1,Middle-Aged,Average Income,Approved,57%,Controlled Exposure,Poor,Employed,Low Dependency,3125.12,68.29,Aggressive-High Risk,10.04,Moderate
523,32,Male,Divorced,"75,267.00","34,290.00",357,4,3,Un-Employed,0,Adult,Average Income,Rejected,46%,Controlled Exposure,Poor, Other Income,High Dependency,2057.40,96.05,Aggressive-High Risk,11.16,Moderate
524,33,Male,Married,"1,02,379.00","19,122.00",627,2,3,Employed,1,Adult,High Income,Approved,19%,Low Exposure,Good,Employed,Low Dependency,1147.32,30.50,Conservative-Low Risk,19.00,Moderate
525,43,Female,Married,"43,952.00","29,820.00",408,0,3,Un-Employed,0,Middle-Aged,Low Income,Rejected,68%,High Exposure,Poor, Other Income,No DePendency,1789.20,73.09,Aggressive-High Risk,9.49,New/Thin
526,45,Male,Married,"73,798.00","7,895.00",578,2,0,Employed,1,Middle-Aged,Average Income,Approved,11%,Low Exposure,Poor,Employed,Low Dependency,157.90,13.66,Conservative-Low Risk,12.84,Moderate
527,55,Male,Divorced,"1,18,696.00","10,366.00",627,1,3,Self-Employed,1,Middle-Aged,High Income,Approved,9%,Low Exposure,Good,Employed,Low Dependency,621.96,16.53,Conservative-Low Risk,11.40,Moderate
528,61,Female,Single,"1,30,434.00","13,711.00",614,0,4,Employed,1,Senior,High Income,Approved,11%,Low Exposure,Good,Employed,No DePendency,1096.88,22.33,Conservative-Low Risk,10.07,Moderate
529,50,Male,Married,"70,939.00","24,596.00",773,3,4,Self-Employed,1,Middle-Aged,Average Income,Approved,35%,Low Exposure,Excellent,Employed,High Dependency,1967.68,31.82,Conservative-Low Risk,15.46,Moderate
530,37,Female,Single,"49,516.00","23,793.00",410,4,1,Self-Employed,1,Adult,Low Income,Approved,48%,Controlled Exposure,Poor,Employed,High Dependency,475.86,58.03,Aggressive-High Risk,11.08,Moderate
531,40,Female,Single,"76,526.00","13,199.00",528,4,0,Employed,1,Middle-Aged,Average Income,Approved,17%,Low Exposure,Poor,Employed,High Dependency,263.98,25.00,Conservative-Low Risk,13.20,Moderate
532,45,Female,Divorced,"30,449.00","15,717.00",796,2,4,Self-Employed,1,Middle-Aged,Low Income,Approved,52%,Controlled Exposure,Excellent,Employed,Low Dependency,1257.36,19.74,Conservative-Low Risk,17.69,Moderate
533,42,Male,Single,"70,290.00","41,191.00",455,0,2,Un-Employed,1,Middle-Aged,Average Income,Approved,59%,Controlled Exposure,Poor, Other Income,No DePendency,1647.64,90.53,Aggressive-High Risk,10.83,Moderate
534,33,Male,Single,"1,46,688.00","15,211.00",772,3,0,Self-Employed,1,Adult,High Income,Approved,10%,Low Exposure,Excellent,Employed,High Dependency,304.22,19.70,Conservative-Low Risk,23.39,Long/Mature
535,39,Male,Divorced,"1,06,661.00","28,360.00",571,0,0,Employed,1,Adult,High Income,Approved,27%,Low Exposure,Poor,Employed,No DePendency,567.20,49.67,Conservative-Low Risk,14.64,Moderate
536,56,Female,Married,"92,954.00","26,542.00",301,4,4,Un-Employed,0,Middle-Aged,Average Income,Rejected,29%,Low Exposure,Poor, Other Income,High Dependency,2123.36,88.18,Aggressive-High Risk,5.38,New/Thin
537,32,Male,Single,"42,746.00","36,312.00",810,0,2,Un-Employed,1,Adult,Low Income,Approved,85%,High Exposure,Excellent, Other Income,No DePendency,1452.48,44.83,Conservative-Low Risk,25.31,Long/Mature
538,61,Female,Divorced,"87,990.00","41,435.00",585,3,1,Self-Employed,1,Senior,Average Income,Approved,47%,Controlled Exposure,Poor,Employed,High Dependency,828.70,70.83,Aggressive-High Risk,9.59,New/Thin
539,39,Female,Single,"78,810.00","33,247.00",312,2,4,Self-Employed,1,Adult,Average Income,Approved,42%,Controlled Exposure,Poor,Employed,Low Dependency,2659.76,106.56,Aggressive-High Risk,8.00,New/Thin
540,32,Male,Single,"1,38,362.00","27,357.00",797,1,2,Employed,1,Adult,High Income,Approved,20%,Low Exposure,Excellent,Employed,Low Dependency,1094.28,34.32,Conservative-Low Risk,24.91,Long/Mature
541,29,Female,Married,"1,03,297.00","46,045.00",537,0,0,Un-Employed,1,Adult,High Income,Approved,45%,Controlled Exposure,Poor, Other Income,No DePendency,920.90,85.74,Aggressive-High Risk,18.52,Moderate
542,27,Male,Single,"35,223.00","32,691.00",393,1,2,Employed,1,Adult,Low Income,Approved,93%,High Exposure,Poor,Employed,Low Dependency,1307.64,83.18,Aggressive-High Risk,14.56,Moderate
543,48,Male,Divorced,"92,237.00","17,424.00",637,4,0,Self-Employed,1,Middle-Aged,Average Income,Approved,19%,Low Exposure,Good,Employed,High Dependency,348.48,27.35,Conservative-Low Risk,13.27,Moderate
544,34,Male,Single,"22,597.00","23,852.00",470,2,4,Un-Employed,0,Adult,Low Income,Rejected,106%,Critical Exposure,Poor, Other Income,Low Dependency,1908.16,50.75,Aggressive-High Risk,13.82,Moderate
545,51,Male,Married,"85,677.00","27,601.00",766,2,4,Employed,1,Middle-Aged,Average Income,Approved,32%,Low Exposure,Excellent,Employed,Low Dependency,2208.08,36.03,Conservative-Low Risk,15.02,Moderate
546,39,Male,Married,"22,659.00","23,020.00",442,0,3,Employed,0,Adult,Low Income,Rejected,102%,Critical Exposure,Poor,Employed,No DePendency,1381.20,52.08,Aggressive-High Risk,11.33,Moderate
547,36,Female,Divorced,"1,06,516.00","13,155.00",500,2,3,Employed,1,Adult,High Income,Approved,12%,Low Exposure,Poor,Employed,Low Dependency,789.30,26.31,Conservative-Low Risk,13.89,Moderate
548,25,Female,Married,"94,567.00","8,583.00",479,0,3,Employed,1,Adult,Average Income,Approved,9%,Low Exposure,Poor,Employed,No DePendency,514.98,17.92,Conservative-Low Risk,19.16,Moderate
549,55,Female,Single,"35,037.00","20,515.00",663,0,4,Employed,1,Middle-Aged,Low Income,Approved,59%,Controlled Exposure,Good,Employed,No DePendency,1641.20,30.94,Conservative-Low Risk,12.05,Moderate
550,32,Male,Married,"1,46,498.00","41,777.00",778,1,1,Un-Employed,1,Adult,High Income,Approved,29%,Low Exposure,Excellent, Other Income,Low Dependency,835.54,53.70,Aggressive-High Risk,24.31,Long/Mature
551,45,Male,Divorced,"66,738.00","24,710.00",770,2,4,Employed,1,Middle-Aged,Average Income,Approved,37%,Low Exposure,Excellent,Employed,Low Dependency,1976.80,32.09,Conservative-Low Risk,17.11,Moderate
552,41,Male,Married,"1,23,965.00","48,178.00",683,0,2,Un-Employed,1,Middle-Aged,High Income,Approved,39%,Low Exposure,Good, Other Income,No DePendency,1927.12,70.54,Aggressive-High Risk,16.66,Moderate
553,56,Female,Married,"91,678.00","29,532.00",716,1,4,Employed,1,Middle-Aged,Average Income,Approved,32%,Low Exposure,Good,Employed,Low Dependency,2362.56,41.25,Conservative-Low Risk,12.79,Moderate
554,43,Male,Married,"32,109.00","23,601.00",607,3,4,Self-Employed,0,Middle-Aged,Low Income,Rejected,74%,High Exposure,Good,Employed,High Dependency,1888.08,38.88,Conservative-Low Risk,14.12,Moderate
555,36,Female,Divorced,"42,010.00","9,967.00",666,1,0,Self-Employed,1,Adult,Low Income,Approved,24%,Low Exposure,Good,Employed,Low Dependency,199.34,14.97,Conservative-Low Risk,18.50,Moderate
556,59,Female,Married,"28,787.00","23,753.00",300,1,0,Employed,1,Middle-Aged,Low Income,Approved,83%,High Exposure,Poor,Employed,Low Dependency,475.06,79.18,Aggressive-High Risk,5.08,New/Thin
557,62,Male,Married,"1,28,400.00","25,022.00",343,0,0,Self-Employed,1,Senior,High Income,Approved,19%,Low Exposure,Poor,Employed,No DePendency,500.44,72.95,Aggressive-High Risk,5.53,New/Thin
558,59,Male,Single,"28,472.00","48,463.00",397,4,4,Un-Employed,0,Middle-Aged,Low Income,Rejected,170%,Critical Exposure,Poor, Other Income,High Dependency,3877.04,122.07,Aggressive-High Risk,6.73,New/Thin
559,34,Female,Divorced,"1,35,111.00","14,135.00",564,4,1,Employed,1,Adult,High Income,Approved,10%,Low Exposure,Poor,Employed,High Dependency,282.70,25.06,Conservative-Low Risk,16.59,Moderate
560,51,Male,Married,"43,383.00","10,722.00",439,4,2,Un-Employed,0,Middle-Aged,Low Income,Rejected,25%,Low Exposure,Poor, Other Income,High Dependency,428.88,24.42,Conservative-Low Risk,8.61,New/Thin
561,25,Female,Divorced,"81,709.00","32,413.00",780,1,2,Employed,1,Adult,Average Income,Approved,40%,Low Exposure,Excellent,Employed,Low Dependency,1296.52,41.56,Conservative-Low Risk,31.20,Long/Mature
562,55,Male,Married,"89,785.00","32,236.00",536,0,1,Self-Employed,1,Middle-Aged,Average Income,Approved,36%,Low Exposure,Poor,Employed,No DePendency,644.72,60.14,Aggressive-High Risk,9.75,New/Thin
563,43,Male,Married,"1,33,253.00","20,514.00",371,2,1,Un-Employed,1,Middle-Aged,High Income,Approved,15%,Low Exposure,Poor, Other Income,Low Dependency,410.28,55.29,Aggressive-High Risk,8.63,New/Thin
564,49,Female,Married,"54,518.00","48,896.00",489,1,2,Self-Employed,1,Middle-Aged,Average Income,Approved,90%,High Exposure,Poor,Employed,Low Dependency,1955.84,99.99,Aggressive-High Risk,9.98,New/Thin
565,63,Male,Single,"73,909.00","42,212.00",567,1,3,Self-Employed,1,Senior,Average Income,Approved,57%,Controlled Exposure,Poor,Employed,Low Dependency,2532.72,74.45,Aggressive-High Risk,9.00,New/Thin
566,31,Female,Single,"38,351.00","45,386.00",620,0,0,Employed,1,Adult,Low Income,Approved,118%,Critical Exposure,Good,Employed,No DePendency,907.72,73.20,Aggressive-High Risk,20.00,Long/Mature
567,38,Male,Single,"89,624.00","25,331.00",406,3,0,Un-Employed,0,Adult,Average Income,Rejected,28%,Low Exposure,Poor, Other Income,High Dependency,506.62,62.39,Aggressive-High Risk,10.68,Moderate
568,32,Female,Divorced,"73,330.00","23,060.00",531,1,2,Self-Employed,1,Adult,Average Income,Approved,31%,Low Exposure,Poor,Employed,Low Dependency,922.40,43.43,Conservative-Low Risk,16.59,Moderate
569,29,Female,Divorced,"1,42,477.00","6,196.00",341,3,1,Employed,1,Adult,High Income,Approved,4%,Low Exposure,Poor,Employed,High Dependency,123.92,18.17,Conservative-Low Risk,11.76,Moderate
570,30,Male,Single,"35,282.00","17,297.00",438,3,3,Employed,0,Adult,Low Income,Rejected,49%,Controlled Exposure,Poor,Employed,High Dependency,1037.82,39.49,Conservative-Low Risk,14.60,Moderate
571,64,Female,Divorced,"1,04,866.00","7,787.00",572,4,2,Employed,1,Senior,High Income,Approved,7%,Low Exposure,Poor,Employed,High Dependency,311.48,13.61,Conservative-Low Risk,8.94,New/Thin
572,37,Male,Married,"1,27,945.00","28,816.00",780,0,0,Self-Employed,1,Adult,High Income,Approved,23%,Low Exposure,Excellent,Employed,No DePendency,576.32,36.94,Conservative-Low Risk,21.08,Long/Mature
573,58,Male,Married,"41,778.00","45,695.00",715,3,4,Employed,1,Middle-Aged,Low Income,Approved,109%,Critical Exposure,Good,Employed,High Dependency,3655.60,63.91,Aggressive-High Risk,12.33,Moderate
574,27,Male,Married,"44,264.00","24,702.00",805,0,1,Un-Employed,1,Adult,Low Income,Approved,56%,Controlled Exposure,Excellent, Other Income,No DePendency,494.04,30.69,Conservative-Low Risk,29.81,Long/Mature
575,33,Female,Single,"79,675.00","30,242.00",723,4,4,Un-Employed,0,Adult,Average Income,Rejected,38%,Low Exposure,Good, Other Income,High Dependency,2419.36,41.83,Conservative-Low Risk,21.91,Long/Mature
576,60,Female,Divorced,"25,075.00","7,176.00",706,0,2,Self-Employed,1,Senior,Low Income,Approved,29%,Low Exposure,Good,Employed,No DePendency,287.04,10.16,Conservative-Low Risk,11.77,Moderate
577,62,Male,Single,"95,948.00","25,127.00",689,1,0,Un-Employed,1,Senior,Average Income,Approved,26%,Low Exposure,Good, Other Income,Low Dependency,502.54,36.47,Conservative-Low Risk,11.11,Moderate
578,29,Male,Divorced,"68,454.00","46,560.00",641,3,3,Employed,1,Adult,Average Income,Approved,68%,High Exposure,Good,Employed,High Dependency,2793.60,72.64,Aggressive-High Risk,22.10,Long/Mature
579,47,Female,Married,"48,365.00","32,228.00",792,0,4,Self-Employed,1,Middle-Aged,Low Income,Approved,67%,High Exposure,Excellent,Employed,No DePendency,2578.24,40.69,Conservative-Low Risk,16.85,Moderate
580,22,Male,Single,"92,766.00","25,208.00",491,2,3,Employed,1,Youth,Average Income,Approved,27%,Low Exposure,Poor,Employed,Low Dependency,1512.48,51.34,Aggressive-High Risk,22.32,Long/Mature
581,25,Male,Divorced,"68,200.00","33,482.00",798,0,0,Self-Employed,1,Adult,Average Income,Approved,49%,Controlled Exposure,Excellent,Employed,No DePendency,669.64,41.96,Conservative-Low Risk,31.92,Long/Mature
582,49,Female,Divorced,"31,002.00","14,171.00",532,3,4,Self-Employed,0,Middle-Aged,Low Income,Rejected,46%,Controlled Exposure,Poor,Employed,High Dependency,1133.68,26.64,Conservative-Low Risk,10.86,Moderate
583,57,Male,Married,"33,947.00","40,219.00",526,4,3,Employed,0,Middle-Aged,Low Income,Rejected,118%,Critical Exposure,Poor,Employed,High Dependency,2413.14,76.46,Aggressive-High Risk,9.23,New/Thin
584,58,Female,Single,"99,222.00","38,396.00",670,4,3,Un-Employed,0,Middle-Aged,Average Income,Rejected,39%,Low Exposure,Good, Other Income,High Dependency,2303.76,57.31,Aggressive-High Risk,11.55,Moderate
585,39,Male,Single,"1,14,840.00","47,589.00",438,3,4,Un-Employed,0,Adult,High Income,Rejected,41%,Controlled Exposure,Poor, Other Income,High Dependency,3807.12,108.65,Aggressive-High Risk,11.23,Moderate
586,28,Female,Single,"1,36,219.00","45,546.00",448,1,0,Self-Employed,1,Adult,High Income,Approved,33%,Low Exposure,Poor,Employed,Low Dependency,910.92,101.67,Aggressive-High Risk,16.00,Moderate
587,21,Male,Married,"98,610.00","8,696.00",414,1,3,Employed,1,Youth,Average Income,Approved,9%,Low Exposure,Poor,Employed,Low Dependency,521.76,21.00,Conservative-Low Risk,19.71,Moderate
588,42,Male,Single,"72,142.00","25,058.00",749,4,2,Employed,1,Middle-Aged,Average Income,Approved,35%,Low Exposure,Excellent,Employed,High Dependency,1002.32,33.46,Conservative-Low Risk,17.83,Moderate
589,37,Female,Married,"76,307.00","25,313.00",362,4,4,Self-Employed,0,Adult,Average Income,Rejected,33%,Low Exposure,Poor,Employed,High Dependency,2025.04,69.93,Aggressive-High Risk,9.78,New/Thin
590,27,Male,Married,"24,493.00","24,149.00",403,3,1,Un-Employed,0,Adult,Low Income,Rejected,99%,High Exposure,Poor, Other Income,High Dependency,482.98,59.92,Aggressive-High Risk,14.93,Moderate
591,45,Female,Married,"1,44,023.00","46,075.00",572,1,1,Employed,1,Middle-Aged,High Income,Approved,32%,Low Exposure,Poor,Employed,Low Dependency,921.50,80.55,Aggressive-High Risk,12.71,Moderate
592,24,Male,Divorced,"70,085.00","9,956.00",305,4,0,Un-Employed,0,Youth,Average Income,Rejected,14%,Low Exposure,Poor, Other Income,High Dependency,199.12,32.64,Conservative-Low Risk,12.71,Moderate
593,56,Female,Single,"54,228.00","15,195.00",446,1,2,Un-Employed,1,Middle-Aged,Average Income,Approved,28%,Low Exposure,Poor, Other Income,Low Dependency,607.80,34.07,Conservative-Low Risk,7.96,New/Thin
594,26,Female,Single,"99,676.00","22,076.00",483,4,3,Self-Employed,0,Adult,Average Income,Rejected,22%,Low Exposure,Poor,Employed,High Dependency,1324.56,45.71,Conservative-Low Risk,18.58,Moderate
595,51,Female,Married,"71,875.00","6,105.00",327,0,1,Self-Employed,1,Middle-Aged,Average Income,Approved,8%,Low Exposure,Poor,Employed,No DePendency,122.10,18.67,Conservative-Low Risk,6.41,New/Thin
596,39,Female,Married,"51,655.00","20,417.00",849,2,0,Un-Employed,1,Adult,Average Income,Approved,40%,Low Exposure,Excellent, Other Income,Low Dependency,408.34,24.05,Conservative-Low Risk,21.77,Long/Mature
597,64,Male,Single,"63,472.00","29,729.00",418,0,2,Employed,1,Senior,Average Income,Approved,47%,Controlled Exposure,Poor,Employed,No DePendency,1189.16,71.12,Aggressive-High Risk,6.53,New/Thin
598,59,Male,Married,"69,437.00","35,099.00",592,4,2,Employed,1,Middle-Aged,Average Income,Approved,51%,Controlled Exposure,Poor,Employed,High Dependency,1403.96,59.29,Aggressive-High Risk,10.03,Moderate
599,47,Female,Single,"69,416.00","37,598.00",670,2,0,Self-Employed,1,Middle-Aged,Average Income,Approved,54%,Controlled Exposure,Good,Employed,Low Dependency,751.96,56.12,Aggressive-High Risk,14.26,Moderate
600,30,Female,Divorced,"79,711.00","34,961.00",543,2,0,Un-Employed,1,Adult,Average Income,Approved,44%,Controlled Exposure,Poor, Other Income,Low Dependency,699.22,64.38,Aggressive-High Risk,18.10,Moderate
601,46,Female,Married,"26,816.00","17,602.00",517,4,3,Employed,0,Middle-Aged,Low Income,Rejected,66%,High Exposure,Poor,Employed,High Dependency,1056.12,34.05,Conservative-Low Risk,11.24,Moderate
602,39,Male,Single,"97,175.00","14,256.00",476,4,0,Employed,1,Adult,Average Income,Approved,15%,Low Exposure,Poor,Employed,High Dependency,285.12,29.95,Conservative-Low Risk,12.21,Moderate
603,59,Male,Married,"84,307.00","25,584.00",598,1,3,Self-Employed,1,Middle-Aged,Average Income,Approved,30%,Low Exposure,Poor,Employed,Low Dependency,1535.04,42.78,Conservative-Low Risk,10.14,Moderate
604,23,Male,Single,"1,32,728.00","39,681.00",357,4,3,Un-Employed,0,Youth,High Income,Rejected,30%,Low Exposure,Poor, Other Income,High Dependency,2380.86,111.15,Aggressive-High Risk,15.52,Moderate
605,33,Male,Single,"66,733.00","30,792.00",568,3,4,Employed,0,Adult,Average Income,Rejected,46%,Controlled Exposure,Poor,Employed,High Dependency,2463.36,54.21,Aggressive-High Risk,17.21,Moderate
606,48,Female,Married,"1,48,202.00","26,904.00",607,4,2,Self-Employed,1,Middle-Aged,High Income,Approved,18%,Low Exposure,Good,Employed,High Dependency,1076.16,44.32,Conservative-Low Risk,12.65,Moderate
607,40,Female,Divorced,"1,15,028.00","48,361.00",587,3,2,Employed,1,Middle-Aged,High Income,Approved,42%,Controlled Exposure,Poor,Employed,High Dependency,1934.44,82.39,Aggressive-High Risk,14.68,Moderate
608,48,Female,Single,"1,36,450.00","39,540.00",404,4,2,Employed,1,Middle-Aged,High Income,Approved,29%,Low Exposure,Poor,Employed,High Dependency,1581.60,97.87,Aggressive-High Risk,8.42,New/Thin
609,28,Male,Single,"31,240.00","31,536.00",527,1,4,Employed,0,Adult,Low Income,Rejected,101%,Critical Exposure,Poor,Employed,Low Dependency,2522.88,59.84,Aggressive-High Risk,18.82,Moderate
610,61,Male,Single,"1,18,234.00","24,164.00",546,3,3,Self-Employed,0,Senior,High Income,Rejected,20%,Low Exposure,Poor,Employed,High Dependency,1449.84,44.26,Conservative-Low Risk,8.95,New/Thin
611,59,Male,Divorced,"1,12,493.00","17,996.00",793,0,3,Un-Employed,1,Middle-Aged,High Income,Approved,16%,Low Exposure,Excellent, Other Income,No DePendency,1079.76,22.69,Conservative-Low Risk,13.44,Moderate
612,21,Female,Divorced,"1,45,149.00","7,871.00",382,3,0,Self-Employed,1,Youth,High Income,Approved,5%,Low Exposure,Poor,Employed,High Dependency,157.42,20.60,Conservative-Low Risk,18.19,Moderate
613,23,Female,Married,"1,18,344.00","27,626.00",485,1,4,Un-Employed,0,Youth,High Income,Rejected,23%,Low Exposure,Poor, Other Income,Low Dependency,2210.08,56.96,Aggressive-High Risk,21.09,Long/Mature
614,33,Male,Divorced,"91,363.00","15,521.00",551,3,0,Employed,1,Adult,Average Income,Approved,17%,Low Exposure,Poor,Employed,High Dependency,310.42,28.17,Conservative-Low Risk,16.70,Moderate
615,48,Female,Married,"52,762.00","48,410.00",654,4,4,Un-Employed,0,Middle-Aged,Average Income,Rejected,92%,High Exposure,Good, Other Income,High Dependency,3872.80,74.02,Aggressive-High Risk,13.63,Moderate
616,45,Male,Married,"28,259.00","6,132.00",509,4,0,Employed,0,Middle-Aged,Low Income,Rejected,22%,Low Exposure,Poor,Employed,High Dependency,122.64,12.05,Conservative-Low Risk,11.31,Moderate
617,53,Male,Divorced,"70,139.00","38,467.00",746,1,1,Employed,1,Middle-Aged,Average Income,Approved,55%,Controlled Exposure,Good,Employed,Low Dependency,769.34,51.56,Aggressive-High Risk,14.08,Moderate
618,58,Female,Married,"1,48,775.00","19,534.00",759,2,2,Self-Employed,1,Middle-Aged,High Income,Approved,13%,Low Exposure,Excellent,Employed,Low Dependency,781.36,25.74,Conservative-Low Risk,13.09,Moderate
619,26,Male,Divorced,"34,849.00","28,854.00",771,4,2,Employed,1,Adult,Low Income,Approved,83%,High Exposure,Excellent,Employed,High Dependency,1154.16,37.42,Conservative-Low Risk,29.65,Long/Mature
620,64,Female,Married,"1,01,768.00","47,998.00",669,0,3,Self-Employed,1,Senior,High Income,Approved,47%,Controlled Exposure,Good,Employed,No DePendency,2879.88,71.75,Aggressive-High Risk,10.45,Moderate
621,52,Male,Divorced,"1,26,108.00","44,065.00",791,1,1,Un-Employed,1,Middle-Aged,High Income,Approved,35%,Low Exposure,Excellent, Other Income,Low Dependency,881.30,55.71,Aggressive-High Risk,15.21,Moderate
622,41,Female,Divorced,"1,09,709.00","12,812.00",436,3,2,Un-Employed,0,Middle-Aged,High Income,Rejected,12%,Low Exposure,Poor, Other Income,High Dependency,512.48,29.39,Conservative-Low Risk,10.63,Moderate
623,36,Female,Married,"74,869.00","9,557.00",666,3,3,Employed,1,Adult,Average Income,Approved,13%,Low Exposure,Good,Employed,High Dependency,573.42,14.35,Conservative-Low Risk,18.50,Moderate
624,41,Female,Single,"1,46,888.00","7,179.00",483,0,1,Self-Employed,1,Middle-Aged,High Income,Approved,5%,Low Exposure,Poor,Employed,No DePendency,143.58,14.86,Conservative-Low Risk,11.78,Moderate
625,31,Male,Married,"83,095.00","48,798.00",586,4,2,Employed,1,Adult,Average Income,Approved,59%,Controlled Exposure,Poor,Employed,High Dependency,1951.92,83.27,Aggressive-High Risk,18.90,Moderate
626,57,Male,Divorced,"1,37,886.00","14,065.00",771,1,0,Self-Employed,1,Middle-Aged,High Income,Approved,10%,Low Exposure,Excellent,Employed,Low Dependency,281.30,18.24,Conservative-Low Risk,13.53,Moderate
627,56,Female,Single,"90,910.00","13,275.00",674,0,4,Self-Employed,1,Middle-Aged,Average Income,Approved,15%,Low Exposure,Good,Employed,No DePendency,1062.00,19.70,Conservative-Low Risk,12.04,Moderate
628,55,Female,Married,"1,06,710.00","40,948.00",836,4,1,Self-Employed,1,Middle-Aged,High Income,Approved,38%,Low Exposure,Excellent,Employed,High Dependency,818.96,48.98,Conservative-Low Risk,15.20,Moderate
629,39,Male,Married,"43,567.00","25,700.00",810,1,3,Un-Employed,1,Adult,Low Income,Approved,59%,Controlled Exposure,Excellent, Other Income,Low Dependency,1542.00,31.73,Conservative-Low Risk,20.77,Long/Mature
